original name,prefix,title,primary,secondary,suffix,number,fuller form,dates, ,source
"Boren, John.",,,Boren,John,,,,,,lcnaf
"Borman, Abraham.",,,Borman,Abraham,,,,,,lcnaf
"Borman, Nancy.",,,Borman,Nancy,,,,,,lcnaf
"Borman, Paul.",,,Borman,Paul,,,,,,lcnaf
"Boston, William.",,,Boston,William,,,,,,lcnaf
"Boudeman, Dallas.",,,Boudeman,Dallas,,,,,,lcnaf
"Boulding, Elise.",,,Boulding,Elise,,,,,http://id.loc.gov/authorities/names/n79021676,lcnaf
"Bourjaily, Vance Nye.",,,Bourjaily,Vance Nye,,,,,,lcnaf
"Bouscaren, Anthony Trawick.",,,Bouscaren,Anthony Trawick,,,,,http://id.loc.gov/authorities/names/n50045300,lcnaf
"Bowen, John Edmund.",,,Bowen,John Edmund,,,,,,lcnaf
"Bowen, Lydia Graves.",,,Bowen,Lydia Graves,,,,,,lcnaf
"Bowen, Ralph.",,,Bowen,Ralph,,,,,,lcnaf
"Bowie, W. Copeland (William Copeland)",,,Bowie,W. Copeland,,,William Copeland,,http://id.loc.gov/authorities/names/n79063659,lcnaf
"Bowler, Mary Summers.",,,Bowler,Mary Summers,,,,,,lcnaf
"Boyarski, Dick.",,,Boyarski,Dick,,,,,,lcnaf
"Boyle, William M.",,,Boyle,William M,,,,,,lcnaf
"Brace, C. Loring",,,Brace,C. Loring,,,,,,lcnaf
"Brace, C. Loring.",,,Brace,C. Loring,,,,,http://id.loc.gov/authorities/names/n78093392,lcnaf
"Bradby, Robert L.",,,Bradby,Robert L,,,,,http://id.loc.gov/authorities/names/no2010039247,lcnaf
"Braddock, Jim.",,,Braddock,Jim,,,,,,lcnaf
"Braden, Marguerite Martindale.",,,Braden,Marguerite Martindale,,,,,,lcnaf
"Bradfield, Elizabeth Palmer.",,,Bradfield,Elizabeth Palmer,,,,,,lcnaf
"Bradley, Richard.",,,Bradley,Richard,,,,,,lcnaf
"Bradley, Ronald.",,,Bradley,Ronald,,,,,,lcnaf
"Bradner, C. C.",,,Bradner,C. C,,,,,,lcnaf
"Brady, James.",,,Brady,James,,,,,,lcnaf
"Branch, E. L.",,,Branch,E. L,,,,,,lcnaf
"Branch, Margaret.",,,Branch,Margaret,,,,,,lcnaf
"Brandon, Arthur Leon.",,,Brandon,Arthur Leon,,,,,,lcnaf
"Brandt, Richard B.",,,Brandt,Richard B,,,,,http://id.loc.gov/authorities/names/n50043215,lcnaf
"Brasie, Geraldine.",,,Brasie,Geraldine,,,,,,lcnaf
"Brater, Elizabeth S.",,,Brater,Elizabeth S,,,,,,lcnaf
"Brauckmann, Karl.",,,Brauckmann,Karl,,,,,,lcnaf
"Braxton, Anthony.",,,Braxton,Anthony,,,,,,lcnaf
"Brazer, Marjorie Cahn.",,,Brazer,Marjorie Cahn,,,,,http://id.loc.gov/authorities/names/n82041090,lcnaf
"Bredernitz, Albert.",,,Bredernitz,Albert,,,,,,lcnaf
"Brennan, Thomas E.",,,Brennan,Thomas E,,,,,,lcnaf
"Brenneman, Hugh W.",,,Brenneman,Hugh W,,,,,,lcnaf
"Brentano, Theodore.",,,Brentano,Theodore,,,,,,lcnaf
"Bretschneider, Kathryn.",,,Bretschneider,Kathryn,,,,,,lcnaf
"Brewer, Helen.",,,Brewer,Helen,,,,,,lcnaf
"Brewster, Ralph O.",,,Brewster,Ralph O,,,,,,lcnaf
"Bridenbaugh, Carl.",,,Bridenbaugh,Carl,,,,,http://id.loc.gov/authorities/names/n50040863,lcnaf
"Bridge, Samuel J.",,,Bridge,Samuel J,,,,,,lcnaf
"Briggs, Robert D.",,,Briggs,Robert D,,,,,,lcnaf
"Brigham, Edward Morris.",,,Brigham,Edward Morris,,,,,,lcnaf
"Brinkerhoff, James F.",,,Brinkerhoff,James F,,,,,,lcnaf
"Britton, Allen Perdue.",,,Britton,Allen Perdue,,,,,http://id.loc.gov/authorities/names/n88003303,lcnaf
"Britton, Frank.",,,Britton,Frank,,,,,,lcnaf
"Britton, Frederic H.",,,Britton,Frederic H,,,,,,lcnaf
"Broaddus, B. F.",,,Broaddus,B. F,,,,,,lcnaf
"Broek, Christina S.",,,Broek,Christina S,,,,,,lcnaf
"Broek, Dirk.",,,Broek,Dirk,,,,,,lcnaf
"Bromage, Mary Cogan.",,,Bromage,Mary Cogan,,,,,http://id.loc.gov/authorities/names/n79138618,lcnaf
"Brookings, W. W.",,,Brookings,W. W,,,,,,lcnaf
"Brooks, Datus C.",,,Brooks,Datus C,,,,,,lcnaf
"Brooks, Earnest C.",,,Brooks,Earnest C,,,,,,lcnaf
"Brooks, John W.",,,Brooks,John W,,,,,,lcnaf
"Brooks, Paul.",,,Brooks,Paul,,,,,,lcnaf
"Browder, Olin L.",,,Browder,Olin L,,,,,http://id.loc.gov/authorities/names/n79103605,lcnaf
"Brower, W. W. (Willis W.)",,,Brower,W. W.,,,Willis W.,,,lcnaf
"Brown, A. Josephine.",,,Brown,A. Josephine,,,,,,lcnaf
"Brown, Barnum.",,,Brown,Barnum,,,,,,lcnaf
"Brown, Catherine.",,,Brown,Catherine,,,,,,lcnaf
"Brown, Cora Pulcipher.",,,Brown,Cora Pulcipher,,,,,,lcnaf
"Brown, Curtis.",,,Brown,Curtis,,,,,,lcnaf
"Brown, Elizabeth Gaspar",,,Brown,Elizabeth Gaspar,,,,,,lcnaf
"Brown, Frank R.",,,Brown,Frank R,,,,,,lcnaf
"Brown, Glenora W.",,,Brown,Glenora W,,,,,,lcnaf
"Brown, Harry J.",,,Brown,Harry J,,,,,,lcnaf
"Brown, James A.",,,Brown,James A,,,,,,lcnaf
"Brown, James J.",,,Brown,James J,,,,,,lcnaf
"Brown, John Seely.",,,Brown,John Seely,,,,,http://id.loc.gov/authorities/names/no90000557,lcnaf
"Brown, Julia Clarice.",,,Brown,Julia Clarice,,,,,,lcnaf
"Brown, Mabel Delia.",,,Brown,Mabel Delia,,,,,,lcnaf
"Brown, Mabel.",,,Brown,Mabel,,,,,,lcnaf
"Brown, Muriel Buck Humphrey.",,,Brown,Muriel Buck Humphrey,,,,,http://id.loc.gov/authorities/names/n83312367,lcnaf
"Brown, Reese P.",,,Brown,Reese P,,,,,,lcnaf
"Browne, Anita.",,,Browne,Anita,,,,,http://id.loc.gov/authorities/names/n79054974,lcnaf
"Browne, Sarah Mills Gayley.",,,Browne,Sarah Mills Gayley,,,,,,lcnaf
"Brownmiller, Susan.",,,Brownmiller,Susan,,,,,http://id.loc.gov/authorities/names/n83151582,lcnaf
"Brownson, William T.",,,Brownson,William T,,,,,,lcnaf
"Brubaker, C. B.",,,Brubaker,C. B,,,,,,lcnaf
"Bruce, David Kirkpatrick Este.",,,Bruce,David Kirkpatrick Este,,,,,,lcnaf
"Bruce, E. D.",,,Bruce,E. D,,,,,,lcnaf
"Brucker, Clara H.",,,Brucker,Clara H,,,,,,lcnaf
"Brucker, Wallace H.",,,Brucker,Wallace H,,,,,,lcnaf
"Bryant, Bunyan I.",,,Bryant,Bunyan I,,,,,http://id.loc.gov/authorities/names/n81084932,lcnaf
"Bryant, Everett.",,,Bryant,Everett,,,,,,lcnaf
"Brée, Germaine.",,,Brée,Germaine,,,,,,lcnaf
"Buchanan, Frank Robert.",,,Buchanan,Frank Robert,,,,,,lcnaf
"Buchele, Luther.",,,Buchele,Luther,,,,,,lcnaf
"Buchwald, Art.",,,Buchwald,Art,,,,,http://id.loc.gov/authorities/names/n79133727,lcnaf
"Buck, Bea.",,,Buck,Bea,,,,,,lcnaf
"Buck, Charles W.",,,Buck,Charles W,,,,,,lcnaf
"Buck, Myron.",,,Buck,Myron,,,,,,lcnaf
"Buck, Norman.",,,Buck,Norman,,,,,,lcnaf
"Buck, Susan Field.",,,Buck,Susan Field,,,,,,lcnaf
"Buckbee, Henry Cheever.",,,Buckbee,Henry Cheever,,,,,,lcnaf
"Buckbee, Julian Edward.",,,Buckbee,Julian Edward,,,,,,lcnaf
"Buckley, L. Paul.",,,Buckley,L. Paul,,,,,,lcnaf
"Buell, J. Joseph.",,,Buell,J. Joseph,,,,,,lcnaf
"Buell, Jennie.",,,Buell,Jennie,,,,,,lcnaf
"Buell, Mahlon.",,,Buell,Mahlon,,,,,,lcnaf
"Bulkley, Jonathan W.",,,Bulkley,Jonathan W,,,,,,lcnaf
"Bull, Frances E.",,,Bull,Frances E,,,,,,lcnaf
"Bullard, Perry.",,,Bullard,Perry,,,,,,lcnaf
"Bumgardner, Eleanor M. (Eleanor Margaret)",,,Bumgardner,Eleanor M.,,,Eleanor Margaret,,,lcnaf
"Bump, Orrin.",,,Bump,Orrin,,,,,,lcnaf
"Bundy, Edgar C.",,,Bundy,Edgar C,,,,,http://id.loc.gov/authorities/names/n84040367,lcnaf
"Bundy, McGeorge.",,,Bundy,McGeorge,,,,,http://id.loc.gov/authorities/names/n50040470,lcnaf
"Buning, Harm Leopold.",,,Buning,Harm Leopold,,,,,,lcnaf
"Burfiend, George.",,,Burfiend,George,,,,,,lcnaf
"Burgoyne, John.",,,Burgoyne,John,,,,,,lcnaf
"Burke, Albert E.",,,Burke,Albert E,,,,,,lcnaf
"Burke, Emory.",,,Burke,Emory,,,,,http://id.loc.gov/authorities/names/no2015017019,lcnaf
"Burke, Joseph Daniel.",,,Burke,Joseph Daniel,,,,,,lcnaf
"Burlingame, Garnet J.",,,Burlingame,Garnet J,,,,,,lcnaf
"Burmeister, Marguerite.",,,Burmeister,Marguerite,,,,,,lcnaf
"Burnett, Arthur W.",,,Burnett,Arthur W,,,,,,lcnaf
"Burns, Eunice.",,,Burns,Eunice,,,,,,lcnaf
"Burns, James MacGregor.",,,Burns,James MacGregor,,,,,http://id.loc.gov/authorities/names/n50034518,lcnaf
"Burroughs, Elizabeth.",,,Burroughs,Elizabeth,,,,,,lcnaf
"Burrows, Edgar G.",,,Burrows,Edgar G,,,,,,lcnaf
"Burrows, Emmeline.",,,Burrows,Emmeline,,,,,,lcnaf
"Bursley, Gilbert E.",,,Bursley,Gilbert E,,,,,http://id.loc.gov/authorities/names/n94041915,lcnaf
"Burt, Alvin.",,,Burt,Alvin,,,,,,lcnaf
"Burt, George.",,,Burt,George,,,,,,lcnaf
"Burt, John.",,,Burt,John,,,,,,lcnaf
"Burt, Solon.",,,Burt,Solon,,,,,,lcnaf
"Burton, Carol W.",,,Burton,Carol W,,,,,http://id.loc.gov/authorities/names/no2008016230,lcnaf
"Burton, Nina M.",,,Burton,Nina M,,,,,,lcnaf
"Bush, Benjamin F.",,,Bush,Benjamin F,,,,,,lcnaf
"Buss, Oscar F.",,,Buss,Oscar F,,,,,,lcnaf
"Butler, Eleanor.",,,Butler,Eleanor,,,,,,lcnaf
"Butler, Hal.",,,Butler,Hal,,,,,http://id.loc.gov/authorities/names/n50032577,lcnaf
"Butler, Irene Linda Lather.",,,Butler,Irene Linda Lather,,,,,http://id.loc.gov/authorities/names/n88119541,lcnaf
"Butler, Leslie A.",,,Butler,Leslie A,,,,,,lcnaf
"Butler, Orma Fitch.",,,Butler,Orma Fitch,,,,,,lcnaf
"Butler, Pierce.",,,Butler,Pierce,,,,,,lcnaf
"Butler, William.",,,Butler,William,,,,,,lcnaf
"Butterfield, W. V.",,,Butterfield,W. V,,,,,,lcnaf
"Butts, Thomas A.",,,Butts,Thomas A,,,,,http://id.loc.gov/authorities/names/n84051573,lcnaf
"Butts, William Henry.",,,Butts,William Henry,,,,,,lcnaf
"Butz, Tim.",,,Butz,Tim,,,,,http://id.loc.gov/authorities/names/nb2012009708,lcnaf
"Byrd, David R.",,,Byrd,David R,,,,,,lcnaf
"Byrd, Letitia J.",,,Byrd,Letitia J,,,,,,lcnaf
"Byrd, Letitia.",,,Byrd,Letitia,,,,,,lcnaf
"Cacioppo, George.",,,Cacioppo,George,,,,,http://id.loc.gov/authorities/names/n83051545,lcnaf
"Cady, Alvah P.",,,Cady,Alvah P,,,,,,lcnaf
"Cagas, Antonio.",,,Cagas,Antonio,,,,,,lcnaf
"Cagas, Filomena.",,,Cagas,Filomena,,,,,,lcnaf
"Cage, John.",,,Cage,John,,,,,,lcnaf
"Cain, Elmer I.",,,Cain,Elmer I,,,,,,lcnaf
"Cain, Louise G.",,,Cain,Louise G,,,,,,lcnaf
"Caldwell, William E.",,,Caldwell,William E,,,,,,lcnaf
"Cameron, Martha Cavanagh.",,,Cameron,Martha Cavanagh,,,,,,lcnaf
"Campbell, Albert A.",,,Campbell,Albert A,,,,,,lcnaf
"Campbell, B. Hodges.",,,Campbell,B. Hodges,,,,,,lcnaf
"Campbell, Ernest T.",,,Campbell,Ernest T,,,,,,lcnaf
"Campbell, Jean.",,,Campbell,Jean,,,,,,lcnaf
"Campbell, Nellie.",,,Campbell,Nellie,,,,,,lcnaf
"Campbell, Robert A.",,,Campbell,Robert A,,,,,,lcnaf
"Campbell, Robert H.",,,Campbell,Robert H,,,,,,lcnaf
"Campbell, Ruth.",,,Campbell,Ruth,,,,,,lcnaf
"Canham, Don.",,,Canham,Don,,,,,,lcnaf
"Cannell, Charles F.",,,Cannell,Charles F,,,,,http://id.loc.gov/authorities/names/n79119024,lcnaf
"Cantor, Nancy.",,,Cantor,Nancy,,,,,http://id.loc.gov/authorities/names/n81008853,lcnaf
"Caplan, Abraham.",,,Caplan,Abraham,,,,,,lcnaf
"Cappaert, Lael.",,,Cappaert,Lael,,,,,,lcnaf
"Cappaert, LeRoy.",,,Cappaert,LeRoy,,,,,,lcnaf
"Carby, Hazel V.",,,Carby,Hazel V,,,,,http://id.loc.gov/authorities/names/n86035918,lcnaf
"Cardona, Ana Luisa.",,,Cardona,Ana Luisa,,,,,,lcnaf
"Cares, Charles W.",,,Cares,Charles W,,,,,,lcnaf
"Carey, B. W.",,,Carey,B. W,,,,,,lcnaf
"Carey, Ed.",,,Carey,Ed,,,,,,lcnaf
"Carey, Edward.",,,Carey,Edward,,,,,,lcnaf
"Carey, John.",,,Carey,John,,,,,,lcnaf
"Carlisle, Francis A.",,,Carlisle,Francis A,,,,,,lcnaf
"Carlisle, Joseph L.",,,Carlisle,Joseph L,,,,,,lcnaf
"Carlisle, Phyllis.",,,Carlisle,Phyllis,,,,,,lcnaf
"Carlisle, William.",,,Carlisle,William,,,,,,lcnaf
"Carlson, John Roy.",,,Carlson,John Roy,,,,,,lcnaf
"Carman, Ada MacVicar.",,,Carman,Ada MacVicar,,,,,,lcnaf
"Carmichael, Stokely.",,,Carmichael,Stokely,,,,,,lcnaf
"Carpenter, Etta.",,,Carpenter,Etta,,,,,,lcnaf
"Carpenter, Eugenia S.",,,Carpenter,Eugenia S,,,,,http://id.loc.gov/authorities/names/n87143154,lcnaf
"Carpenter, Kurt.",,,Carpenter,Kurt,,,,,,lcnaf
"Carr, Beatrice.",,,Carr,Beatrice,,,,,,lcnaf
"Carr, H. B.",,,Carr,H. B,,,,,,lcnaf
"Carr, Lauren Duane.",,,Carr,Lauren Duane,,,,,,lcnaf
"Carr, Marian",,,Carr,Marian,,,,,,lcnaf
"Carr, Marvin S.",,,Carr,Marvin S,,,,,,lcnaf
"Carr, Marvin Stearns.",,,Carr,Marvin Stearns,,,,,,lcnaf
"Carr, Susan E.",,,Carr,Susan E,,,,,,lcnaf
"Carrington, Edward.",,,Carrington,Edward,,,,,,lcnaf
"Carroll, Phil.",,,Carroll,Phil,,,,,,lcnaf
"Carson, Gerald.",,,Carson,Gerald,,,,,http://id.loc.gov/authorities/names/no2007026295,lcnaf
"Carter, Thomas M.",,,Carter,Thomas M,,,,,http://id.loc.gov/authorities/names/n83192869,lcnaf
"Carton, Augustus C.",,,Carton,Augustus C,,,,,,lcnaf
"Cartwright, Dorwin.",,,Cartwright,Dorwin,,,,,http://id.loc.gov/authorities/names/nb99032402,lcnaf
"Cary, William M.",,,Cary,William M,,,,,,lcnaf
"Case, Leverette N.",,,Case,Leverette N,,,,,,lcnaf
"Casey, William R.",,,Casey,William R,,,,,,lcnaf
"Cash, William L.",,,Cash,William L,,,,,,lcnaf
"Cassidy, Jay.",,,Cassidy,Jay,,,,,http://id.loc.gov/authorities/names/no2005085083,lcnaf
"Castagnacci, Vincent--Exhibitions.",,,Castagnacci,Vincent,,,,,,lcnaf
"Castagnacci, Vincent.",,,Castagnacci,Vincent,,,,,http://id.loc.gov/authorities/names/nr89003950,lcnaf
"Cathcart, C. C.",,,Cathcart,C. C,,,,,,lcnaf
"Cavender, George.",,,Cavender,George,,,,,http://id.loc.gov/authorities/names/n79085230,lcnaf
"Cavines, Jane.",,,Cavines,Jane,,,,,,lcnaf
"Cawling, Donald J.",,,Cawling,Donald J,,,,,,lcnaf
"Cawthorne, Dennis.",,,Cawthorne,Dennis,,,,,,lcnaf
"Cecil, Lee M.",,,Cecil,Lee M,,,,,,lcnaf
"Chabut, Jean.",,,Chabut,Jean,,,,,,lcnaf
"Chamberlin, John R.",,,Chamberlin,John R,,,,,http://id.loc.gov/authorities/names/n85368984,lcnaf
"Chandler, Bert D.",,,Chandler,Bert D,,,,,,lcnaf
"Chandler, George Moseley.",,,Chandler,George Moseley,,,,,,lcnaf
"Chandler, Henry.",,,Chandler,Henry,,,,,,lcnaf
"Chandler, Sarah Taylor.",,,Chandler,Sarah Taylor,,,,,,lcnaf
"Chandler, William G.",,,Chandler,William G,,,,,,lcnaf
"Chaney, Henry A.",,,Chaney,Henry A,,,,,,lcnaf
"Chang, Wyszie Shionyu.",,,Chang,Wyszie Shionyu,,,,,,lcnaf
"Chapin, Charles A. (Charles Augustus)",,,Chapin,Charles A.,,,Charles Augustus,,,lcnaf
"Chapin, E. R.",,,Chapin,E. R,,,,,,lcnaf
"Chaplin, Maxwell.",,,Chaplin,Maxwell,,,,,,lcnaf
"Chapman, Katie.",,,Chapman,Katie,,,,,http://id.loc.gov/authorities/names/nb2007009335,lcnaf
"Charles, Gordon.",,,Charles,Gordon,,,,,,lcnaf
"Charnetski, Clark J.",,,Charnetski,Clark J,,,,,,lcnaf
"Chase, Alberta.",,,Chase,Alberta,,,,,,lcnaf
"Chase, Delia A.",,,Chase,Delia A,,,,,,lcnaf
"Chavis, John.",,,Chavis,John,,,,,,lcnaf
"Chawke, Thomas F.",,,Chawke,Thomas F,,,,,,lcnaf
"Cheesman, Jack D.",,,Cheesman,Jack D,,,,,,lcnaf
"Chenevert, Basil J.",,,Chenevert,Basil J,,,,,,lcnaf
"Cherrin, Daniel.",,,Cherrin,Daniel,,,,,,lcnaf
"Chester, Eric.",,,Chester,Eric,,,,,,lcnaf
"Chevion, Dov.",,,Chevion,Dov,,,,,,lcnaf
"Cheyney, Ralph.",,,Cheyney,Ralph,,,,,,lcnaf
"Childres, Jack.",,,Childres,Jack,,,,,,lcnaf
"Childs, B. F.",,,Childs,B. F,,,,,,lcnaf
"Childs, Harold Farnsworth.",,,Childs,Harold Farnsworth,,,,,,lcnaf
"Childs, Joseph A.",,,Childs,Joseph A,,,,,,lcnaf
"Chilson, Elbert V.",,,Chilson,Elbert V,,,,,,lcnaf
"Chin, Vincent.",,,Chin,Vincent,,,,,,lcnaf
"Chipman, Janet.",,,Chipman,Janet,,,,,,lcnaf
"Chirri, Mohamad Jawad.",,,Chirri,Mohamad Jawad,,,,,http://id.loc.gov/authorities/names/n80010296,lcnaf
"Chisholm, Frank P.",,,Chisholm,Frank P,,,,,,lcnaf
"Chomsky, Noam.",,,Chomsky,Noam,,,,,http://id.loc.gov/authorities/names/n79104267,lcnaf
"Chorover, Stephan L.",,,Chorover,Stephan L,,,,,http://id.loc.gov/authorities/names/n78081027,lcnaf
"Christensen, A. Kent.",,,Christensen,A. Kent,,,,,,lcnaf
"Christensen, Ethlyn.",,,Christensen,Ethlyn,,,,,http://id.loc.gov/authorities/names/n90714360,lcnaf
"Christensen, Halvor N.",,,Christensen,Halvor N,,,,,http://id.loc.gov/authorities/names/n50037626,lcnaf
"Christgau, Oscar Gottlieb.",,,Christgau,Oscar Gottlieb,,,,,,lcnaf
"Christian, Palmer.",,,Christian,Palmer,,,,,,lcnaf
"Christiancy, G. C.",,,Christiancy,G. C,,,,,,lcnaf
"Christiancy, Nathaniel L.",,,Christiancy,Nathaniel L,,,,,,lcnaf
"Chriswell, Keith.",,,Chriswell,Keith,,,,,,lcnaf
"Chrysler, Richard.",,,Chrysler,Richard,,,,,,lcnaf
"Chudwin, David",,,Chudwin,David,,,,,,lcnaf
"Church, F. M.",,,Church,F. M,,,,,,lcnaf
"Church, Frank.",,,Church,Frank,,,,,,lcnaf
"Church, William L.",,,Church,William L,,,,,,lcnaf
"Cianciola, Frank J.",,,Cianciola,Frank J,,,,,,lcnaf
"Cimprich, Bernadine.",,,Cimprich,Bernadine,,,,,http://id.loc.gov/authorities/names/n85232315,lcnaf
"Cisney, Marcella.",,,Cisney,Marcella,,,,,http://id.loc.gov/authorities/names/n2009042529,lcnaf
"Clancey, Thomas.",,,Clancey,Thomas,,,,,,lcnaf
"Clancy, John Newman.",,,Clancy,John Newman,,,,,,lcnaf
"Clark, Emory W.",,,Clark,Emory W,,,,,,lcnaf
"Clark, Frederick Converse.",,,Clark,Frederick Converse,,,,,,lcnaf
"Clark, George Brownell.",,,Clark,George Brownell,,,,,,lcnaf
"Clark, Helen.",,,Clark,Helen,,,,,,lcnaf
"Clark, Herbert Watson.",,,Clark,Herbert Watson,,,,,,lcnaf
"Clark, Horace.",,,Clark,Horace,,,,,,lcnaf
"Clark, Iva.",,,Clark,Iva,,,,,,lcnaf
"Clark, Joseph S.",,,Clark,Joseph S,,,,,http://id.loc.gov/authorities/names/n50039089,lcnaf
"Clark, Mary H.",,,Clark,Mary H,,,,,,lcnaf
"Clark, Max A. X.",,,Clark,Max A. X,,,,,,lcnaf
"Clark, Noreen M.",,,Clark,Noreen M,,,,,,lcnaf
"Clark, Rodger Sherman.",,,Clark,Rodger Sherman,,,,,,lcnaf
"Clarke, Daniel.",,,Clarke,Daniel,,,,,,lcnaf
"Clarke, De Witt C.",,,Clarke,De Witt C,,,,,,lcnaf
"Clarke, Dell Deland.",,,Clarke,Dell Deland,,,,,,lcnaf
"Clarke, Mary Flint.",,,Clarke,Mary Flint,,,,,,lcnaf
"Clarke, Peter.",,,Clarke,Peter,,,,,,lcnaf
"Clarke, Sarah.",,,Clarke,Sarah,,,,,,lcnaf
"Clarke, William Flint.",,,Clarke,William Flint,,,,,,lcnaf
"Classer, J. A.",,,Classer,J. A,,,,,,lcnaf
"Claxton, William C.",,,Claxton,William C,,,,,,lcnaf
"Clay, Grady.",,,Clay,Grady,,,,,http://id.loc.gov/authorities/names/n79135489,lcnaf
"Clay, Margaret L.",,,Clay,Margaret L,,,,,,lcnaf
"Claybourn, Elsie Greiser.",,,Claybourn,Elsie Greiser,,,,,,lcnaf
"Claytor, Helen Jackson.",,,Claytor,Helen Jackson,,,,,,lcnaf
"Cleage, Albert B.",,,Cleage,Albert B,,,,,http://id.loc.gov/authorities/names/n80045123,lcnaf
"Cleary, Gerald J.",,,Cleary,Gerald J,,,,,,lcnaf
"Clement, Hugh B.",,,Clement,Hugh B,,,,,,lcnaf
"Clements, James.",,,Clements,James,,,,,,lcnaf
"Clements, Jessie Young.",,,Clements,Jessie Young,,,,,,lcnaf
"Cleveland, Clyde.",,,Cleveland,Clyde,,,,,,lcnaf
"Cleveland, Harlan.",,,Cleveland,Harlan,,,,,http://id.loc.gov/authorities/names/n79138818,lcnaf
"Clinton, Hillary Rodham.",,,Clinton,Hillary Rodham,,,,,http://id.loc.gov/authorities/names/n93010903,lcnaf
"Clippert, George H.",,,Clippert,George H,,,,,http://id.loc.gov/authorities/names/n97038331,lcnaf
"Clock, John Percey.",,,Clock,John Percey,,,,,,lcnaf
"Clooney, George.",,,Clooney,George,,,,,http://id.loc.gov/authorities/names/no96040669,lcnaf
"Closterhouse, Leon T.",,,Closterhouse,Leon T,,,,,,lcnaf
"Clute, Lemuel.",,,Clute,Lemuel,,,,,,lcnaf
"Coakley, James F.",,,Coakley,James F,,,,,,lcnaf
"Coate, Lowell H.",,,Coate,Lowell H,,,,,,lcnaf
"Cobb, Alice Vara.",,,Cobb,Alice Vara,,,,,,lcnaf
"Coblentz, Edmond D.",,,Coblentz,Edmond D,,,,,http://id.loc.gov/authorities/names/no91020763,lcnaf
"Cochrane, Alexander Martin.",,,Cochrane,Alexander Martin,,,,,,lcnaf
"Cockburn, Charles.",,,Cockburn,Charles,,,,,http://id.loc.gov/authorities/names/n96104675,lcnaf
"Cocker, Benjamin Clark.",,,Cocker,Benjamin Clark,,,,,,lcnaf
"Cody, Hiram Sedgewick.",,,Cody,Hiram Sedgewick,,,,,,lcnaf
"Coffman, Al.",,,Coffman,Al,,,,,,lcnaf
"Cogan, James J.",,,Cogan,James J,,,,,,lcnaf
"Cogley, John.",,,Cogley,John,,,,,http://id.loc.gov/authorities/names/n50030566,lcnaf
"Cogswell, Everett C.",,,Cogswell,Everett C,,,,,,lcnaf
"Cohen, Benjamin V.",,,Cohen,Benjamin V,,,,,http://id.loc.gov/authorities/names/n85385724,lcnaf
"Cohen, Sophie.",,,Cohen,Sophie,,,,,,lcnaf
"Colburn, Sherwood.",,,Colburn,Sherwood,,,,,,lcnaf
"Cole, David E.",,,Cole,David E,,,,,http://id.loc.gov/authorities/names/n90623995,lcnaf
"Cole, Juan Ricardo.",,,Cole,Juan Ricardo,,,,,http://id.loc.gov/authorities/names/n82027464,lcnaf
"Cole, Robert E.",,,Cole,Robert E,,,,,http://id.loc.gov/authorities/names/n79078762,lcnaf
"Cole, Verna.",,,Cole,Verna,,,,,,lcnaf
"Coleman, Mary Sue.",,,Coleman,Mary Sue,,,,,http://id.loc.gov/authorities/names/no2003028655,lcnaf
"Coller, Frederick A.",,,Coller,Frederick A,,,,,http://id.loc.gov/authorities/names/n87947642,lcnaf
"Collier, T. Maxwell.",,,Collier,T. Maxwell,,,,,,lcnaf
"Collier, Victory P.",,,Collier,Victory P,,,,,,lcnaf
"Collier, William W.",,,Collier,William W,,,,,,lcnaf
"Collins, Francis S.",,,Collins,Francis S,,,,,http://id.loc.gov/authorities/names/n88008511,lcnaf
"Collins, LeRoy.",,,Collins,LeRoy,,,,,,lcnaf
"Collins, Russell B.",,,Collins,Russell B,,,,,,lcnaf
"Comparet, Bertrand.",,,Comparet,Bertrand,,,,,,lcnaf
"Compton, Bulah.",,,Compton,Bulah,,,,,,lcnaf
"Comstock, Darius.",,,Comstock,Darius,,,,,,lcnaf
"Conant, Isabel Fiske.",,,Conant,Isabel Fiske,,,,,http://id.loc.gov/authorities/names/no2009116782,lcnaf
"Condon, Richard.",,,Condon,Richard,,,,,http://id.loc.gov/authorities/names/n80044645,lcnaf
"Conger, Ivan.",,,Conger,Ivan,,,,,,lcnaf
"Conger, Lucile B.",,,Conger,Lucile B,,,,,,lcnaf
"Conner, Roger L.",,,Conner,Roger L,,,,,,lcnaf
"Connolly, John W.",,,Connolly,John W,,,,,http://id.loc.gov/authorities/names/n82122099,lcnaf
"Conover, James F.",,,Conover,James F,,,,,http://id.loc.gov/authorities/names/no2008099065,lcnaf
"Conroy, Catherine.",,,Conroy,Catherine,,,,,,lcnaf
"Constantinides, Angelos.",,,Constantinides,Angelos,,,,,,lcnaf
"Constantinides, Eleni.",,,Constantinides,Eleni,,,,,,lcnaf
"Constantinides, George.",,,Constantinides,George,,,,,http://id.loc.gov/authorities/names/n86870732,lcnaf
"Cook, Ann Bradford.",,,Cook,Ann Bradford,,,,,,lcnaf
"Cook, Blanche Wiesen.",,,Cook,Blanche Wiesen,,,,,http://id.loc.gov/authorities/names/n80139782,lcnaf
"Cook, D. B.",,,Cook,D. B,,,,,,lcnaf
"Cooley, Edgar Arthur.",,,Cooley,Edgar Arthur,,,,,,lcnaf
"Cooley, Mary Elizabeth.",,,Cooley,Mary Elizabeth,,,,,,lcnaf
